car,move
A,1
S,-1
B,-1
G,-2
K,1
B,1
A,-1
I,-2
V,1
V,-1
M,-1
Q,1
S,1
K,-1
M,1
T,-2
T,1
F,-1
B,1
S,-2
N,-1
I,1
N,1
T,-1
A,-1
B,-1
T,-1
F,1
A,1
L,-1
F,-1
F,1
I,1
U,-1
Q,-2
M,-1
Q,2
U,1
A,-1
U,-1
Q,-1
M,1
S,2
A,2
B,-1
S,-1
S,2
B,1
A,-2
V,1
U,1
T,3
E,1
A,1
T,-1
A,-4
T,-1
S,-1
Q,-1
S,-1
A,3
A,-2
A,-1
V,1
P,-1
A,4
N,-1
V,-2
A,-2
U,-3
Q,1
P,1
U,3
U,-7
L,1
N,1
S,1
U,2
N,-1
U,1
U,-2
U,2
U,4
U,-3
A,2
A,-4
G,1
G,-1
S,-2
G,1
V,1
S,2
S,1
T,2
G,-1
F,-1
L,-1
B,-1
M,-2
A,1
L,1
U,1
F,1
U,-1
L,-1
K,1
L,1
V,-1
U,1
K,-1
V,2
P,-1
M,3
K,1
S,-3
M,-2
A,-2
U,2
V,-1
V,-1
N,1
E,-1
V,1
S,3
S,-3
U,-1
V,1
M,2
M,-3
N,-1
U,1
U,-1
U,-1
P,1
G,1
G,1
M,3
S,2
S,-3
S,2
U,1
K,2
T,-4
M,-2
N,1
K,-1
N,-1
T,1
K,1
G,-1
F,-1
E,1
Q,-2
P,-1
V,-2
Q,1
M,1
Q,1
V,1
T,2
P,1
U,-2
U,-4
T,-2
N,1
T,2
E,-1
I,-1
F,1
U,3
B,1
T,-2
T,2
T,-2
P,-1
P,1
T,2
T,1
S,2
M,-1
U,-1
K,-2
B,-1
S,-2
S,2
K,3
G,-1
N,-1
I,-1
U,4
U,-1
V,1
U,2
U,-2
M,2
F,-1
B,2
K,1
B,-1
T,-3
B,1
T,3
M,-2
F,1
D,-2
U,2
F,-1
U,-2
D,2
U,2
I,1
D,-2
P,-1
C,-2
G,1
W,-1
V,-1
W,1
G,-1
K,-1
U,-3
M,-1
L,1
W,-1
C,1
U,1
J,-1
X,-1
J,-1
V,-2
W,1
U,-2
U,4
U,-3
F,1
Q,1
Q,-1
V,2
F,-1
J,1
F,1
P,1
P,-1
W,-1
U,3
U,-1
V,-1
J,-1
U,-2
V,1
U,-1
F,-1
X,-1
V,-1
U,1
W,1
F,1
X,1
F,-1
X,-1
V,1
X,1
V,-1
J,1
U,1
U,2
N,1
N,-1
U,-5
U,1
X,1
P,1
N,-1
N,1
V,1
J,1
C,1
C,-2
P,-1
G,1
V,-1
J,-1
B,1
F,1
U,1
Q,1
L,2
B,-1
U,1
K,-3
M,1
M,1
K,2
C,2
K,2
C,-2
K,-1
S,-1
S,1
T,-2
X,-1
C,1
K,1
T,1
G,-1
F,-1
J,-2
C,-1
T,-1
U,-2
P,1
C,1
I,-1
U,1
U,1
J,2
I,1
K,-1
C,1
J,-1
F,1
S,-1
T,1
X,1
D,1
X,-1
U,2
T,-1
X,-1
N,1
S,1
C,1
K,1
I,-1
U,-1
U,1
N,-1
P,-1
F,-1
J,-1
T,1
D,-1
N,1
I,1
F,1
U,-1
T,-1
U,1
C,-2
J,1
U,-1
J,-1
G,1
G,-1
G,1
J,1
J,-1
C,2
F,-1
N,-1
T,1
F,1
W,-1
C,-2
H,-2
O,-1
N,1
H,1
T,1
T,-2
W,1
T,1
C,1
N,-1
D,2
G,-1
D,-1
W,1
U,-2
T,1
U,3
W,-2
X,-1
D,-1
U,-3
U,3
T,-2
B,1
B,-1
D,1
N,1
W,2
U,-1
G,1
B,1
W,-2
T,2
O,1
G,-1
D,-1
G,1
U,1
C,-2
T,-1
H,1
N,-1
U,-2
C,1
T,-1
C,2
G,-1
T,1
G,1
U,1
C,-1
H,-1
T,1
T,-2
D,1
U,-1
T,2
D,-1
O,-1
G,-1
I,-1
D,2
U,-1
I,1
B,-1
T,-1
T,-1
D,-2
I,-1
O,1
W,1
W,-1
T,1
U,3
X,1
F,-1
X,-1
O,-1
I,1
C,-1
C,1
O,1
X,1
G,1
T,1
U,-1
N,1
D,2
X,-1
D,-2
N,-1
O,-1
M,-1
O,1
B,1
C,-1
U,-1
C,-1
U,-1
C,2
M,1
D,2
D,-2
C,-1
G,-1
M,-1
U,-1
U,2
G,1
C,-1
U,2
U,-1
G,-1
H,-2
W,1
U,-2
U,2
H,3
P,1
M,1
M,-1
H,-3
N,1
H,1
H,-1
U,1
H,1
M,1
P,-1
F,1
H,-1
I,-1
F,-1
H,1
B,1
O,-1
P,1
I,2
I,-2
P,-1
F,1
I,2
T,-1
I,-2
U,-1
B,-2
N,-1
X,1
H,1
W,-1
J,1
O,1
J,-1
O,-1
I,1
N,1
W,2
C,2
T,-1
N,-1
C,-2
I,-1
I,1
C,1
P,2
C,1
D,3
I,-1
T,2
D,-2
I,1
U,-2
U,1
I,-1
J,1
F,-1
I,1
D,-1
G,1
J,-1
M,-1
P,-2
U,2
G,-1
W,-2
W,1
G,1
D,2
M,1
U,-3
T,-1
P,1
U,-1
X,-1
X,1
P,-1
T,1
B,-1
B,-1
B,2
N,1
T,-1
X,-1
X,1
O,1
J,1
K,-1
G,-1
S,-1
T,-1
W,-1
W,1
N,-1
H,1
T,2
F,1
U,1
B,-1
U,-1
I,1
T,-1
I,-1
C,1
P,1
T,-1
N,1
C,-1
T,1
I,1
C,1
I,-2
I,1
N,-1
U,3
T,1
B,1
D,-1
F,-1
M,-1
I,-1
C,-1
U,-3
M,1
U,4
U,-2
U,1
T,-1
U,1
N,1
H,-1
U,-1
P,-1
T,1
D,1
M,-1
U,1
I,1
H,1
X,2
B,-2
I,1
V,-1
G,2
N,-1
U,-2
F,1
G,-1
F,-1
N,-1
S,1
G,1
S,-1
Q,1
M,2
Q,-1
U,2
N,2
U,-1
F,1
S,1
F,-1
T,-1
N,-2
R,-1
F,1
G,-2
E,1
S,-1
P,1
A,1
B,1
R,1
L,-1
U,-5
N,1
A,2
A,-1
U,4
A,1
U,-5
G,1
K,-2
K,-1
G,-1
A,3
U,3
U,-2
G,1
U,4
A,-1
X,-1
J,-1
G,-1
U,1
X,1
S,-1
X,-1
T,-1
A,-5
S,2
E,-1
J,1
J,-1
L,1
G,1
U,-2
I,-1
J,1
S,-4
I,1
S,2
E,1
S,1
X,1
E,-1
P,-1
G,1
N,-1
W,-1
B,-1
T,1
S,1
K,4
U,3
W,1
U,-3
J,-1
G,-2
E,2
A,2
Q,1
P,1
Q,-1
M,-1
A,-1
T,-1
E,1
E,-1
E,-1
E,1
F,-1
E,1
A,-1
U,1
A,1
E,-1
V,1
V,-1
V,1
E,-1
R,-1
A,-1
U,2
R,1
P,-1
J,1
J,1
N,1
W,-1
G,1
K,-1
G,-1
K,1
U,-4
J,1
T,2
G,1
U,1
U,2
E,-1
T,-3
U,-3
U,3
F,1
T,1
U,-1
K,-3
B,1
U,2
T,-1
E,1
A,1
S,-2
K,-2
K,2
S,2
M,-2
B,-1
L,-3
M,2
K,-2
N,1
K,4
N,-1
U,-6
B,1
G,-1
A,2
F,-1
G,1
A,-2
G,-1
F,1
L,-1
S,-1
U,-1
Q,-2
A,2
W,1
U,3
U,4
W,-1
W,1
W,-1
F,-1
U,-5
L,-1
U,2
L,-2
U,-3
V,2
V,-2
L,2
U,-1
V,1
W,1
A,-1
A,2
U,3
U,2
U,-1
P,1
L,2
U,2
U,-2
A,-4
P,-1
A,1
Q,1
U,2
N,1
T,2
S,1
A,1
U,1
T,-1
Q,-1
A,2
L,-2
A,-3
B,-1
J,-1
W,-1
B,1
J,1
S,-1
J,-1
J,1
S,1
J,-1
S,-1
A,-1
J,-1
U,-1
V,-1
A,3
X,-2
W,1
Q,2
A,-2
C,1
P,1
B,-1
B,1
T,2
U,1
Q,-1
A,4
L,-1
L,-1
S,1
C,-1
X,1
V,-1
G,1
V,2
E,-1
A,1
I,-1
V,1
J,1
S,-1
U,-1
X,1
J,1
T,-1
A,-2
U,1
V,-2
I,1
S,1
F,1
K,-3
K,1
N,-1
S,-1
V,1
U,-5
K,1
K,-1
U,-1
U,4
U,-1
A,1
V,-1
J,-3
A,-1
I,-1
N,-1
B,1
U,-4
U,4
A,1
V,1
K,-1
J,1
V,-1
Q,2
P,-1
J,-1
U,-3
Q,-1
Q,1
U,3
S,-1
S,1
W,-1
A,-1
G,-1
B,-1
W,1
T,1
U,1
U,1
M,-1
I,1
V,-1
E,2
U,-1
M,2
T,-2
U,-5
G,1
W,-1
Q,-2
K,1
N,1
A,-1
E,-1
J,1
U,5
U,-3
T,1
S,-1
J,-1
T,-1
U,4
A,1
U,-2
U,-1
S,2
U,-1
W,1
N,-1
E,2
S,-1
K,-1
U,5
A,-1
U,-5
W,-1
U,-1
E,-2
N,2
N,-2
S,1
A,1
W,1
M,-1
W,-1
E,-1
V,2
J,1
K,3
U,5
A,1
V,-1
K,-1
S,-1
U,-5
V,1
U,6
N,1
U,-5
I,-1
N,-2
K,-1
V,-1
V,1
T,1
U,4
V,-2
S,-1
S,1
T,1
R,-1
K,-1
S,-1
V,2
T,-1
K,2
V,1
V,-3
M,2
S,1
S,-1
U,-5
K,-1
K,-1
R,1
U,5
G,-1
U,1
R,-1
U,-5
J,-1
R,1
M,-2
N,3
J,1
U,1
T,1
V,1
T,-1
V,1
K,-1
B,2
U,-1
D,-2
D,1
A,-1
I,-1
V,1
V,-6
J,-1
U,-2
N,-1
K,1
U,3
U,-3
U,6
U,-2
V,3
U,3
S,1
M,1
J,1
S,-1
Q,1
U,-5
U,5
D,1
U,-6
S,2
S,-1
U,5
B,-2
M,-1
S,-2
I,2
Q,-1
S,1
Q,1
M,1
N,1
S,-1
G,1
N,-2
G,-1
E,1
U,1
U,-6
M,-1
U,3
R,-1
T,-1
U,-2
A,-1
Q,-1
Q,-2
R,-1
R,-1
R,1
U,2
W,1
V,1
A,1
U,-1
U,-1
J,1
U,1
U,-1
J,-1
R,-1
U,-2
E,-1
U,3
H,1
A,1
H,-1
U,4
U,-3
A,-1
G,1
E,1
G,-1
A,1
U,-3
U,4
A,-2
K,-1
A,1
P,1
U,-4
K,1
H,1
U,5
U,-6
R,-1
P,-1
V,-1
U,4
R,1
P,1
H,1
A,1
A,-2
K,-1
U,-1
O,-1
A,2
K,1
R,-1
O,1
V,1
H,-2
U,3
N,1
N,-1
K,-1
R,1
U,-3
R,2
U,-3
Q,3
U,3
A,1
S,1
V,-1
U,-2
A,-3
T,1
A,3
A,-2
T,-1
A,1
G,1
F,-1
U,-1
Q,-1
G,-1
V,2
G,1
U,6
U,-1
A,-1
R,1
N,1
V,-1
U,2
U,-4
U,2
U,-5
U,3
Q,-1
Q,2
T,1
U,-2
E,-1
L,1
U,4
A,1
N,-1
S,-2
S,3
U,-5
U,1
U,3
E,1
V,-1
N,1
G,-1
A,1
V,1
V,-1
Q,-1
V,2
V,-1
A,-3
A,2
T,1
T,-1
T,-1
A,-4
P,-1
N,-1
U,1
U,-4
V,-1
U,2
A,3
J,-1
L,-1
E,2
U,2
Q,1
Q,-1
P,1
T,2
M,-1
M,1
L,2
E,-2
A,2
A,-5
N,1
L,-1
N,-1
N,1
S,-1
E,1
G,1
X,-1
B,-1
M,-1
V,1
M,1
Q,1
U,-3
U,1
Q,-1
N,1
M,-1
V,-1
E,2
E,-2
P,-1
M,1
S,1
G,-1
T,-2
U,-1
Q,1
L,1
P,1
U,-1
E,1
S,1
U,1
L,-1
T,1
U,-1
U,1
S,-1
A,1
A,-1
N,-1
T,-1
P,-1
G,1
U,1
E,-2
U,-1
S,1
T,2
B,1
U,2
A,4
A,-4
M,-2
A,3
G,-1
U,-2
E,3
A,-2
B,-1
W,-1
Q,-1
I,-1
U,2
W,1
U,-1
U,4
A,-1
W,-1
Q,1
X,1
X,-1
W,1
I,-1
N,1
I,1
X,1
B,3
D,-1
P,1
A,3
G,1
B,1
A,-2
D,-2
A,4
Q,-1
I,1
V,1
G,1
A,-3
A,2
Q,1
D,1
A,-3
A,4
C,-1
L,-1
G,-2
F,2
C,1
D,2
F,-1
I,-2
F,3
D,-1
V,-1
F,-3
V,-4
A,-1
F,-1
A,1
F,2
V,2
V,1
F,1
K,1
Q,-1
A,-2
K,-1
A,-1
M,1
F,-2
D,-2
D,2
F,3
F,-4
A,2
F,2
F,-1
F,-1
A,1
B,-1
L,1
B,1
V,-2
L,-1
S,-1
B,-2
F,2
X,-2
A,-3
U,-1
A,2
F,-2
F,2
V,-1
Q,1
S,-1
A,1
A,-1
C,1
Q,-1
S,2
Q,1
K,1
V,2
F,-1
A,1
S,-2
D,-2
C,-2
F,1
S,2
B,-1
C,1
C,-1
S,-2
A,-2
N,-1
S,1
U,-1
Q,-1
A,-1
A,2
P,-1
U,-2
C,1
A,-1
W,-1
B,1
Q,1
U,4
X,1
U,-4
W,1
V,1
A,-1
D,2
P,1
U,4
A,1
P,-1
U,-3
U,2
Q,-1
U,-4
S,-1
D,1
D,-1
F,1
A,1
L,1
V,4
D,1
W,-1
V,-1
K,-1
D,-1
N,1
D,-1
A,-1
V,-1
K,1
K,-1
D,1
N,-1
V,-2
U,3
U,1
S,2
U,-4
M,-1
D,1
W,1
K,1
D,-3
D,1
V,2
U,5
K,-1
A,-3
D,1
A,2
N,1
V,1
U,-1
D,1
V,1
M,1
D,-3
B,-1
A,-1
V,-4
S,-2
A,3
A,-4
A,1
S,2
W,-1
U,1
W,1
W,-1
K,1
S,-1
C,-2
V,1
X,1
V,3
V,-4
A,1
C,1
L,-1
A,2
A,-1
V,3
B,3
V,-1
D,1
B,-2
C,1
Q,1
Q,-1
D,-1
D,1
C,-1
U,-1
D,-1
I,1
B,1
F,-2
S,-1
V,1
B,-2
U,1
V,-2
N,-2
U,-1
F,2
U,-2
N,-1
Q,2
A,1
U,1
F,-2
U,-3
C,1
A,-2
C,-2
F,1
S,2
S,-2
V,1
Q,-1
C,2
W,1
Q,1
F,-1
S,2
U,4
V,-1
C,-2
Q,-1
I,-1
U,-4
V,-1
U,5
C,2
F,1
S,-2
S,1
U,-4
K,-1
U,2
V,2
V,-1
C,-2
N,1
I,1
I,3
V,-2
B,1
E,-1
U,-2
V,1
U,1
S,1
F,-1
F,1
U,-2
W,-1
M,-1
U,1
V,-1
N,2
Q,-1
X,-1
V,1
M,2
M,-2
U,-1
V,3
F,-2
D,1
F,3
V,-1
C,1
F,-3
G,1
X,1
B,1
V,-1
E,-1
M,1
V,-1
B,1
S,-2
L,1
S,2
M,-1
V,2
B,-2
A,-1
V,-1
V,3
V,-3
E,2
G,1
N,-2
D,-1
U,1
V,2
R,-1
G,-2
G,1
V,-3
U,-1
G,1
A,-1
W,1
I,1
A,3
V,1
D,1
A,1
I,-1
G,1
G,-1
U,3
G,-2
U,2
V,-1
E,-2
I,1
E,1
A,-2
C,-1
U,-4
M,3
U,2
S,-1
S,-1
E,-1
D,-1
U,-1
T,-1
S,2
A,-1
I,-1
U,-1
R,1
Q,1
S,-2
A,-1
U,-2
U,3
V,-1
R,-1
U,-3
I,1
L,1
S,2
A,1
D,1
S,-2
R,1
U,1
A,1
U,3
V,1
T,-1
R,-1
U,1
L,-2
Q,-2
V,-1
R,-2
D,-1
I,-1
P,1
Q,-1
U,-6
V,2
U,7
L,2
R,1
U,-3
U,-1
C,1
D,1
U,2
E,1
U,-3
U,-2
D,-2
A,1
D,2
M,-1
P,-1
M,1
Q,1
P,1
U,3
A,2
S,1
V,-1
L,-1
U,2
M,-1
U,2
Q,1
M,1
A,-5
G,1
D,-1
A,4
D,1
D,-1
U,-6
Q,-1
S,-1
A,-2
Q,-1
Q,2
A,2
L,-1
Q,-1
A,-1
S,2
F,3
F,-1
U,5
R,2
F,1
U,-1
F,-1
G,-1
P,-1
P,1
Q,3
B,-1
I,-1
A,1
S,-2
V,1
S,2
U,-4
I,1
V,-2
A,-1
U,1
Q,-2
T,2
U,2
A,-1
M,-2
M,2
Q,2
U,3
F,-1
A,2
G,1
B,1
M,-1
A,-1
U,-1
U,-2
V,2
M,-1
P,-1
E,-1
V,-1
M,1
V,2
K,2
U,1
K,-2
I,1
U,-3
U,5
T,-1
K,1
V,-3
C,1
D,1
S,-1
K,1
U,-4
K,-1
K,1
U,1
D,2
V,3
U,-3
B,-1
U,5
E,1
E,-1
K,-1
U,-5
Q,-1
V,-3
Q,1
U,1
V,3
S,1
A,1
U,4
S,-2
V,-5
M,1
V,3
U,-1
V,-3
S,1
V,4
T,1
A,-1
U,-1
K,-1
E,-1
A,-1
S,-1
N,-1
M,1
U,3
S,2
J,1
V,-2
G,-1
J,1
V,-1
T,-1
J,-2
F,-1
E,4
U,-3
G,3
U,1
U,-4
U,5
A,2
G,-2
A,-2
U,-1
F,2
K,2
G,2
K,-1
S,-1
S,-1
U,2
S,1
U,-2
E,-1
S,-1
Q,-2
U,-3
F,-1
U,3
Q,1
S,2
U,1
U,-1
U,-4
U,1
A,2
G,-3
S,-2
V,2
G,1
S,2
V,-2
V,1
V,1
A,-2
E,-1
E,-2
K,1
A,2
E,3
E,-2
T,-1
U,2
Q,-1
V,-3
S,-2
Q,-2
V,3
Q,3
U,1
V,-1
U,-4
U,-1
Q,-2
U,4
E,2
A,-1
V,2
A,-1
A,2
G,2
R,-3
H,2
K,-2
M,1
F,2
U,-4
G,-1
K,2
M,-1
F,-1
V,-2
U,1
S,1
K,-1
G,-2
S,-1
V,-2
V,2
K,-1
F,-2
H,-2
G,2
U,2
R,2
V,-1
U,2
Q,1
U,-4
L,1
Q,-1
U,6
A,-1
Q,1
T,1
S,1
G,-1
U,-7
U,5
S,1
A,1
G,2
R,-1
L,-1
S,-2
G,-3
T,-1
Q,-1
L,1
G,2
S,1
U,-5
R,1
U,6
A,-2
Q,1
U,1
T,1
A,-2
A,4
A,-2
S,1
G,-2
R,-1
L,-1
V,3
U,-1
U,1
A,2
E,-2
F,1
S,-2
S,1
E,2
U,-5
F,-1
E,-2
E,1
T,1
U,4
T,-1
M,-2
A,-2
V,-3
N,1
S,-1
G,1
U,-1
G,-1
U,-3
S,2
F,1
E,-2
U,4
V,4
V,-4
V,3
T,-1
F,-1
N,-1
U,-2
N,1
S,-1
V,-1
F,1
G,1
R,2
M,1
F,-1
A,2
A,-2
U,1
T,2
R,-2
U,1
A,2
N,-1
V,-2
V,-1
V,2
T,-2
U,-5
M,1
A,-1
J,1
A,1
T,1
J,1
S,-3
R,1
U,6
A,-2
S,1
S,2
J,-1
U,-1
T,1
R,1
T,-2
U,-3
Q,-1
J,-1
V,1
G,-1
V,-2
U,2
U,2
M,-2
M,1
N,2
F,1
J,3
Q,1
Q,-1
G,1
A,2
Q,2
Q,-2
S,-2
K,2
T,-1
S,3
S,-1
B,1
U,-3
U,1
E,-1
V,-1
M,-2
G,2
U,-4
K,-2
Q,2
U,5
M,1
M,1
S,-1
U,-5
S,-3
M,-2
M,1
J,-1
G,-2
B,-1
U,4
T,3
J,-1
E,1
S,5
B,2
V,1
S,-4
F,-1
V,2
V,-1
M,-2
V,2
E,-1
D,-2
L,1
V,-2
M,3
V,1
U,1
E,1
A,-4
S,3
C,-1
S,1
A,3
B,-1
N,-1
V,1
U,-4
A,1
V,-2
S,-2
A,-2
T,-2
Q,-3
Q,1
J,1
R,-3
M,-1
M,1
J,-2
Q,-1
U,2
R,-1
U,-1
U,4
M,-1
H,2
J,2
C,-1
O,-1
I,-1
S,-1
W,2
A,-2
W,-2
P,1
M,1
C,1
S,1
R,1
G,-1
M,-1
S,-1
R,-1
A,2
P,-1
R,1
A,2
W,2
P,1
W,-2
G,1
W,1
J,-1
A,-2
A,3
